            # x          y_Recuperada              y_Exacta        Error_Relativo
    0.332000000000E+01    0.782923503018E+00    0.686008435918E+00    0.141273870736E+00
    0.336000000000E+01    0.751688313209E+00    0.642752119873E+00    0.169483989189E+00
    0.340000000000E+01    0.734436914379E+00    0.615266271109E+00    0.193689543644E+00
    0.344000000000E+01    0.730473552962E+00    0.603175435752E+00    0.211046587220E+00
    0.348000000000E+01    0.739102475391E+00    0.606022215610E+00    0.219596338803E+00
    0.352000000000E+01    0.759627928098E+00    0.623272273220E+00    0.218773818020E+00
    0.356000000000E+01    0.791354157519E+00    0.654319720907E+00    0.209430393482E+00
    0.360000000000E+01    0.833585410086E+00    0.698492847332E+00    0.193405792587E+00
    0.364000000000E+01    0.885625932233E+00    0.755060133739E+00    0.172921059741E+00
    0.368000000000E+01    0.946779970393E+00    0.823236511168E+00    0.150070432433E+00
    0.372000000000E+01    0.101635177100E+01    0.902189809397E+00    0.126538739868E+00
    0.376000000000E+01    0.109364558049E+01    0.991047348240E+00    0.103525056023E+00
    0.380000000000E+01    0.117796564529E+01    0.108890262202E+01    0.817915408255E-01
    0.384000000000E+01    0.126861621184E+01    0.119482202870E+01    0.617616526713E-01
    0.388000000000E+01    0.136490152657E+01    0.130785159590E+01    0.436211041422E-01
    0.392000000000E+01    0.146612583591E+01    0.142702365766E+01    0.274012123371E-01
    0.396000000000E+01    0.157159338630E+01    0.155136343687E+01    0.130401097190E-01
    0.400000000000E+01    0.168061578843E+01    0.167989549070E+01    0.428775322833E-03
    0.404000000000E+01    0.179254883849E+01    0.181164997800E+01    0.105435044007E-01
    0.408000000000E+01    0.190682197521E+01    0.194566871055E+01    0.199657501411E-01
    0.412000000000E+01    0.202290882285E+01    0.208101095201E+01    0.279201457845E-01
    0.416000000000E+01    0.214029036989E+01    0.221675893198E+01    0.344956598507E-01
    0.420000000000E+01    0.225844760483E+01    0.235202304481E+01    0.397850863693E-01
    0.424000000000E+01    0.237686151618E+01    0.248594670651E+01    0.438807437194E-01
    0.428000000000E+01    0.249501309242E+01    0.261771084587E+01    0.468721568857E-01
    0.432000000000E+01    0.261238332205E+01    0.274653800970E+01    0.488450140409E-01
    0.436000000000E+01    0.272845319358E+01    0.287169606495E+01    0.498809303387E-01
    0.440000000000E+01    0.284270369550E+01    0.299250148425E+01    0.500577157743E-01
    0.444000000000E+01    0.295461581630E+01    0.310832220471E+01    0.494499534752E-01
    0.448000000000E+01    0.306367054448E+01    0.321858005311E+01    0.481297671858E-01
    0.452000000000E+01    0.316934886855E+01    0.332275273407E+01    0.461677042499E-01
    0.456000000000E+01    0.327113177699E+01    0.342037538094E+01    0.436336914318E-01
    0.460000000000E+01    0.336850025830E+01    0.351104167240E+01    0.405980410929E-01
    0.464000000000E+01    0.346093530099E+01    0.359440452070E+01    0.371324982901E-01
    0.468000000000E+01    0.354791789354E+01    0.367017634057E+01    0.333113277650E-01
    0.472000000000E+01    0.362892902446E+01    0.373812891022E+01    0.292124451518E-01
    0.476000000000E+01    0.370344968224E+01    0.379809283884E+01    0.249186001024E-01
    0.480000000000E+01    0.377096085538E+01    0.384995665718E+01    0.205186210759E-01
    0.484000000000E+01    0.383094353237E+01    0.389366554988E+01    0.161087326847E-01
    0.488000000000E+01    0.388287870172E+01    0.392921975040E+01    0.117939569737E-01
    0.492000000000E+01    0.392624735192E+01    0.395667262113E+01    0.768960996249E-02
    0.496000000000E+01    0.396053047147E+01    0.397612844260E+01    0.392290424194E-02
    0.500000000000E+01    0.398525414876E+01    0.398773993727E+01    0.623357730140E-03
    0.504000000000E+01    0.400021507158E+01    0.399170555421E+01    0.213179986690E-02
    0.508000000000E+01    0.400566092672E+01    0.398826654201E+01    0.436138972298E-02
    0.512000000000E+01    0.400211000033E+01    0.397770383772E+01    0.613574152554E-02
    0.516000000000E+01    0.399012567850E+01    0.396033480011E+01    0.752231311244E-02
    0.520000000000E+01    0.397027134730E+01    0.393650981549E+01    0.857651406743E-02
    0.524000000000E+01    0.394311039279E+01    0.390660880456E+01    0.934354834523E-02
    0.528000000000E+01    0.390920620104E+01    0.387103765814E+01    0.986002882885E-02
    0.532000000000E+01    0.386912215814E+01    0.383022462945E+01    0.101554170972E-01
    0.536000000000E+01    0.382342165013E+01    0.378461670970E+01    0.102533343288E-01
    0.540000000000E+01    0.377266806311E+01    0.373467601308E+01    0.101727833681E-01
    0.544000000000E+01    0.371742478313E+01    0.368087619603E+01    0.992931714135E-02
    0.548000000000E+01    0.365825519628E+01    0.362369893476E+01    0.953618447277E-02
    0.552000000000E+01    0.359572268861E+01    0.356363048346E+01    0.900548059080E-02
    0.556000000000E+01    0.353039064620E+01    0.350115833422E+01    0.834932590652E-02
    0.560000000000E+01    0.346282245512E+01    0.343676799840E+01    0.758109268035E-02
    0.564000000000E+01    0.339358150144E+01    0.337093992726E+01    0.671669465374E-02
    0.568000000000E+01    0.332323117124E+01    0.330414658803E+01    0.577594931259E-02
    0.572000000000E+01    0.325233485058E+01    0.323684971013E+01    0.478401589084E-02
    0.576000000000E+01    0.318145592553E+01    0.316949771399E+01    0.377290429576E-02
    0.580000000000E+01    0.311115778216E+01    0.310252333343E+01    0.278304070699E-02
    0.584000000000E+01    0.304200380655E+01    0.303634144065E+01    0.186486467749E-02
    0.588000000000E+01    0.297455738476E+01    0.297134708092E+01    0.108042034760E-02
    0.592000000000E+01    0.290938190287E+01    0.290791372244E+01    0.504891331899E-03
    0.596000000000E+01    0.284704074695E+01    0.284639172490E+01    0.228015717659E-03
    0.600000000000E+01    0.278807151240E+01    0.278710702853E+01    0.346051964758E-03
    0.604000000000E+01    0.273285705064E+01    0.273036006396E+01    0.914526519171E-03
    0.608000000000E+01    0.268152230648E+01    0.267642488115E+01    0.190456506501E-02
    0.612000000000E+01    0.263403748070E+01    0.262554849469E+01    0.323322385135E-02
    0.616000000000E+01    0.259034698347E+01    0.257795044073E+01    0.480868155698E-02
    0.620000000000E+01    0.255039522491E+01    0.253382253987E+01    0.654058631886E-02
    0.624000000000E+01    0.251412661517E+01    0.249332885884E+01    0.834136109008E-02
    0.628000000000E+01    0.248148556440E+01    0.245660586273E+01    0.101276733259E-01
    0.632000000000E+01    0.245241648273E+01    0.242376274843E+01    0.118220045769E-01
    0.636000000000E+01    0.242686378031E+01    0.239488194911E+01    0.133542412060E-01
    0.640000000000E+01    0.240477186729E+01    0.237001979863E+01    0.146631976152E-01
    0.644000000000E+01    0.238608515380E+01    0.234920734415E+01    0.156979798929E-01
    0.648000000000E+01    0.237074804999E+01    0.233245129457E+01    0.164191018743E-01
    0.652000000000E+01    0.235870496600E+01    0.231973509211E+01    0.167992776528E-01
    0.656000000000E+01    0.234990031198E+01    0.231102009380E+01    0.168238338917E-01
    0.660000000000E+01    0.234427849806E+01    0.230624684958E+01    0.164907102150E-01
    0.664000000000E+01    0.234178393439E+01    0.230533646352E+01    0.158100439757E-01
    0.668000000000E+01    0.234236103111E+01    0.230819202472E+01    0.148033638584E-01
    0.672000000000E+01    0.234595419837E+01    0.231470009439E+01    0.135024420902E-01
    0.676000000000E+01    0.235250784630E+01    0.232473223614E+01    0.119478749982E-01
    0.680000000000E+01    0.236196638506E+01    0.233814657634E+01    0.101874745435E-01
    0.684000000000E+01    0.237427422478E+01    0.235478938212E+01    0.827455856943E-02
    0.688000000000E+01    0.238937577560E+01    0.237449664504E+01    0.626622513847E-02
    0.692000000000E+01    0.240721544768E+01    0.239709565862E+01    0.422168761794E-02
    0.696000000000E+01    0.242773765114E+01    0.242240657900E+01    0.220073384612E-02
    0.700000000000E+01    0.245088257677E+01    0.245024395822E+01    0.260634677109E-03
    0.704000000000E+01    0.247656509906E+01    0.248041824063E+01    0.155342414154E-02
    0.708000000000E+01    0.250465789876E+01    0.251273721334E+01    0.321534402468E-02
    0.712000000000E+01    0.253500834035E+01    0.254700740276E+01    0.471104339981E-02
    0.716000000000E+01    0.256745956895E+01    0.258303540979E+01    0.603005316120E-02
    0.720000000000E+01    0.260185472966E+01    0.262062917704E+01    0.716409919692E-02
    0.724000000000E+01    0.263803696759E+01    0.265959918261E+01    0.810731750806E-02
    0.728000000000E+01    0.267584942785E+01    0.269975955522E+01    0.885639142349E-02
    0.732000000000E+01    0.271513525555E+01    0.274092910695E+01    0.941062332810E-02
    0.736000000000E+01    0.275573759580E+01    0.278293228005E+01    0.977195328950E-02
    0.740000000000E+01    0.279749959371E+01    0.282560000564E+01    0.994493625467E-02
    0.744000000000E+01    0.284026439438E+01    0.286877047243E+01    0.993668832124E-02
    0.748000000000E+01    0.288387514292E+01    0.291228980460E+01    0.975681116364E-02
    0.752000000000E+01    0.292817498445E+01    0.295601264878E+01    0.941730216802E-02
    0.756000000000E+01    0.297300706407E+01    0.299980267039E+01    0.893245631867E-02
    0.760000000000E+01    0.301821452689E+01    0.304353296073E+01    0.831876446158E-02
    0.764000000000E+01    0.306364051803E+01    0.308708635636E+01    0.759481129804E-02
    0.768000000000E+01    0.310912818257E+01    0.313035567333E+01    0.678117535717E-02
    0.772000000000E+01    0.315452066565E+01    0.317324385879E+01    0.590033226884E-02
    0.776000000000E+01    0.319966111236E+01    0.321566406364E+01    0.497656190273E-02
    0.780000000000E+01    0.324439266782E+01    0.325753963961E+01    0.403585934250E-02
    0.784000000000E+01    0.328855847713E+01    0.329880406514E+01    0.310584921062E-02
    0.788000000000E+01    0.333200168541E+01    0.333940080422E+01    0.221570252988E-02
    0.792000000000E+01    0.337456543776E+01    0.337928310312E+01    0.139605508561E-02
    0.796000000000E+01    0.341609287928E+01    0.341841372965E+01    0.678926120571E-03
    0.800000000000E+01    0.345643666498E+01    0.345676466025E+01    0.948850455307E-04
    0.804000000000E+01    0.349550650909E+01    0.349431671983E+01    0.340492680834E-03
    0.808000000000E+01    0.353330722468E+01    0.353105917987E+01    0.636648860292E-03
    0.812000000000E+01    0.356990068404E+01    0.356698931990E+01    0.816196483005E-03
    0.816000000000E+01    0.360535826936E+01    0.360211195756E+01    0.901224570962E-03
    0.820000000000E+01    0.363975136284E+01    0.363643895267E+01    0.910893928502E-03
    0.824000000000E+01    0.367315134666E+01    0.366998869024E+01    0.861761895905E-03
    0.828000000000E+01    0.370562960301E+01    0.370278554741E+01    0.768085420232E-03
    0.832000000000E+01    0.373725751407E+01    0.373485934925E+01    0.642103114611E-03
    0.836000000000E+01    0.376810646205E+01    0.376624481800E+01    0.494297142558E-03
    0.840000000000E+01    0.379824782913E+01    0.379698102013E+01    0.333635852453E-03
    0.844000000000E+01    0.382775299749E+01    0.382711081550E+01    0.167798117875E-03
    0.848000000000E+01    0.385669334933E+01    0.385668031248E+01    0.338032787132E-05
    0.852000000000E+01    0.388514026683E+01    0.388573833274E+01    0.153913069601E-03
    0.856000000000E+01    0.391316513218E+01    0.391433588901E+01    0.299094627293E-03
    0.860000000000E+01    0.394083932758E+01    0.394252567902E+01    0.427733787146E-03
    0.864000000000E+01    0.396823423520E+01    0.397036159821E+01    0.535810896233E-03
    0.868000000000E+01    0.399542123724E+01    0.399789827393E+01    0.619584719565E-03
    0.872000000000E+01    0.402247171590E+01    0.402519062302E+01    0.675472883844E-03
    0.876000000000E+01    0.404945705335E+01    0.405229343483E+01    0.699944742053E-03
    0.880000000000E+01    0.407644863178E+01    0.407926098115E+01    0.689426193578E-03
    0.884000000000E+01    0.410351783339E+01    0.410614665429E+01    0.640216027492E-03
    0.888000000000E+01    0.413073604036E+01    0.413300263429E+01    0.548413377172E-03
    0.892000000000E+01    0.415817463489E+01    0.415987958601E+01    0.409855882958E-03
    0.896000000000E+01    0.418590499915E+01    0.418682638632E+01    0.220068156882E-03
    0.900000000000E+01    0.421399481687E+01    0.421388988182E+01    0.249021809272E-04
    0.904000000000E+01    0.424248958085E+01    0.424111467674E+01    0.324184610129E-03
    0.908000000000E+01    0.427139779910E+01    0.426854295088E+01    0.668810939118E-03
    0.912000000000E+01    0.430070578874E+01    0.429621430699E+01    0.104545104973E-02
    0.916000000000E+01    0.433039616841E+01    0.432416564686E+01    0.144086098044E-02
    0.920000000000E+01    0.436045155674E+01    0.435243107531E+01    0.184275897476E-02
    0.924000000000E+01    0.439085457236E+01    0.438104183093E+01    0.223981915947E-02
    0.928000000000E+01    0.442158783391E+01    0.441002624238E+01    0.262166048266E-02
    0.932000000000E+01    0.445263396003E+01    0.443940970907E+01    0.297883093070E-02
    0.936000000000E+01    0.448397556934E+01    0.446921470458E+01    0.330278712109E-02
    0.940000000000E+01    0.451559528050E+01    0.449946080150E+01    0.358586944291E-02
    0.944000000000E+01    0.454747571212E+01    0.453016471606E+01    0.382127298739E-02
    0.948000000000E+01    0.457959948285E+01    0.456134037087E+01    0.400301457488E-02
    0.952000000000E+01    0.461194921133E+01    0.459299897412E+01    0.412589624089E-02
    0.956000000000E+01    0.464450751618E+01    0.462514911371E+01    0.418546559060E-02
    0.960000000000E+01    0.467725701604E+01    0.465779686432E+01    0.417797346837E-02
    0.964000000000E+01    0.471018032955E+01    0.469094590606E+01    0.410032941552E-02
    0.968000000000E+01    0.474326007534E+01    0.472459765284E+01    0.395005540578E-02
    0.972000000000E+01    0.477647887205E+01    0.475875138886E+01    0.372523835387E-02
    0.976000000000E+01    0.480981933831E+01    0.479340441172E+01    0.342448188899E-02
    0.980000000000E+01    0.484326409276E+01    0.482855218054E+01    0.304685787256E-02
    0.984000000000E+01    0.487679575404E+01    0.486418846767E+01    0.259185811890E-02
    0.988000000000E+01    0.491039694077E+01    0.490030551254E+01    0.205934675013E-02
    0.992000000000E+01    0.494405027160E+01    0.493689417643E+01    0.144951358362E-02
    0.996000000000E+01    0.497773836516E+01    0.497394409679E+01    0.762828912638E-03
    0.100000000000E+02    0.501144384008E+01    0.501144384008E+01    0.177230045480E-15
