            # x       dy_Adelante(O1)          dy_Atras(O1)        dy_Central(O2)             dy_Exacta     Error_Rel_Central
   -0.156000000000E+01   -0.190490608742E+01   -0.145963828438E+01   -0.168227218590E+01   -0.142212953741E+01    0.182924720746E+00
   -0.152000000000E+01   -0.234009035828E+01   -0.190490608742E+01   -0.212249822285E+01   -0.201641925692E+01    0.526075941617E-01
   -0.148000000000E+01   -0.276519109696E+01   -0.234009035828E+01   -0.255264072762E+01   -0.260339282588E+01    0.194945986456E-01
   -0.144000000000E+01   -0.318020830347E+01   -0.276519109696E+01   -0.297269970021E+01   -0.317947636188E+01    0.650348164713E-01
   -0.140000000000E+01   -0.358514197779E+01   -0.318020830347E+01   -0.338267514063E+01   -0.374112732122E+01    0.958139485285E-01
   -0.136000000000E+01   -0.397999211994E+01   -0.358514197779E+01   -0.378256704887E+01   -0.428485827543E+01    0.117224700160E+00
   -0.132000000000E+01   -0.436475872991E+01   -0.397999211994E+01   -0.417237542492E+01   -0.480726055059E+01    0.132067966564E+00
   -0.128000000000E+01   -0.473944180770E+01   -0.436475872991E+01   -0.455210026881E+01   -0.530502755786E+01    0.141927121178E+00
   -0.124000000000E+01   -0.510404135332E+01   -0.473944180770E+01   -0.492174158051E+01   -0.577497764454E+01    0.147747076534E+00
   -0.120000000000E+01   -0.545855736675E+01   -0.510404135332E+01   -0.528129936003E+01   -0.621407629659E+01    0.150107094286E+00
   -0.116000000000E+01   -0.580298984801E+01   -0.545855736675E+01   -0.563077360738E+01   -0.661945752735E+01    0.149360263417E+00
   -0.112000000000E+01   -0.613733879709E+01   -0.580298984801E+01   -0.597016432255E+01   -0.698844429132E+01    0.145709105821E+00
   -0.108000000000E+01   -0.646160421399E+01   -0.613733879709E+01   -0.629947150554E+01   -0.731856776802E+01    0.139248046173E+00
   -0.104000000000E+01   -0.677578609872E+01   -0.646160421399E+01   -0.661869515636E+01   -0.760758536812E+01    0.129987395988E+00
   -0.100000000000E+01   -0.707381465347E+01   -0.677578609872E+01   -0.692480037609E+01   -0.785349732210E+01    0.118252659665E+00
   -0.960000000000E+00   -0.733141068705E+01   -0.707381465347E+01   -0.720261267026E+01   -0.805456172170E+01    0.105772241977E+00
   -0.920000000000E+00   -0.754250440166E+01   -0.733141068705E+01   -0.743695754435E+01   -0.820930789432E+01    0.940822734278E-01
   -0.880000000000E+00   -0.770709579730E+01   -0.754250440166E+01   -0.762480009948E+01   -0.831654800276E+01    0.831772873856E-01
   -0.840000000000E+00   -0.782518487398E+01   -0.770709579730E+01   -0.776614033564E+01   -0.837538677474E+01    0.727424840769E-01
   -0.800000000000E+00   -0.789677163169E+01   -0.782518487398E+01   -0.786097825283E+01   -0.838522928005E+01    0.625207742929E-01
   -0.760000000000E+00   -0.792185607043E+01   -0.789677163169E+01   -0.790931385106E+01   -0.834578668735E+01    0.522985852187E-01
   -0.720000000000E+00   -0.790043819020E+01   -0.792185607043E+01   -0.791114713032E+01   -0.825707994710E+01    0.418952970057E-01
   -0.680000000000E+00   -0.783251799101E+01   -0.790043819020E+01   -0.786647809061E+01   -0.811944136234E+01    0.311552556939E-01
   -0.640000000000E+00   -0.771809547285E+01   -0.783251799101E+01   -0.777530673193E+01   -0.793351402447E+01    0.199416415032E-01
   -0.600000000000E+00   -0.755717063572E+01   -0.771809547285E+01   -0.763763305429E+01   -0.770024910707E+01    0.813169183442E-02
   -0.560000000000E+00   -0.734974347963E+01   -0.755717063572E+01   -0.745345705767E+01   -0.742090102672E+01    0.438707251751E-02
   -0.520000000000E+00   -0.709581400456E+01   -0.734974347963E+01   -0.722277874209E+01   -0.709702049545E+01    0.177198652205E-01
   -0.480000000000E+00   -0.679538221053E+01   -0.709581400456E+01   -0.694559810755E+01   -0.673044550559E+01    0.319670669322E-01
   -0.440000000000E+00   -0.644844809753E+01   -0.679538221053E+01   -0.662191515403E+01   -0.632329030318E+01    0.472261807597E-01
   -0.400000000000E+00   -0.605501166556E+01   -0.644844809753E+01   -0.625172988155E+01   -0.587793242120E+01    0.635933579304E-01
   -0.360000000000E+00   -0.561507291463E+01   -0.605501166556E+01   -0.583504229010E+01   -0.539699785870E+01    0.811644627004E-01
   -0.320000000000E+00   -0.512863184473E+01   -0.561507291463E+01   -0.537185237968E+01   -0.488334450598E+01    0.100035513181E+00
   -0.280000000000E+00   -0.459568845586E+01   -0.512863184473E+01   -0.486216015029E+01   -0.434004392918E+01    0.120302059065E+00
   -0.240000000000E+00   -0.401624274802E+01   -0.459568845586E+01   -0.430596560194E+01   -0.377036164030E+01    0.142056389477E+00
   -0.200000000000E+00   -0.339029472122E+01   -0.401624274802E+01   -0.370326873462E+01   -0.317773599018E+01    0.165379611795E+00
   -0.160000000000E+00   -0.271784437545E+01   -0.339029472122E+01   -0.305406954833E+01   -0.256575583248E+01    0.190319635905E+00
   -0.120000000000E+00   -0.199889171071E+01   -0.271784437545E+01   -0.235836804308E+01   -0.193813711613E+01    0.216822083151E+00
   -0.800000000000E-01   -0.123343672700E+01   -0.199889171071E+01   -0.161616421885E+01   -0.129869857202E+01    0.244449061297E+00
   -0.400000000000E-01   -0.421479424326E+00   -0.123343672700E+01   -0.827458075664E+00   -0.651336666487E+00    0.270399960940E+00
    0.000000000000E+00    0.421479424326E+00   -0.421479424326E+00    0.222478285794E-13    0.000000000000E+00    0.000000000000E+00
    0.400000000000E-01    0.123343672700E+01    0.421479424326E+00    0.827458075664E+00    0.651336666487E+00    0.270399960940E+00
    0.800000000000E-01    0.199889171071E+01    0.123343672700E+01    0.161616421885E+01    0.129869857202E+01    0.244449061297E+00
    0.120000000000E+00    0.271784437545E+01    0.199889171071E+01    0.235836804308E+01    0.193813711613E+01    0.216822083151E+00
    0.160000000000E+00    0.339029472122E+01    0.271784437545E+01    0.305406954833E+01    0.256575583248E+01    0.190319635905E+00
    0.200000000000E+00    0.401624274802E+01    0.339029472122E+01    0.370326873462E+01    0.317773599018E+01    0.165379611795E+00
    0.240000000000E+00    0.459568845586E+01    0.401624274802E+01    0.430596560194E+01    0.377036164030E+01    0.142056389477E+00
    0.280000000000E+00    0.512863184473E+01    0.459568845586E+01    0.486216015029E+01    0.434004392918E+01    0.120302059065E+00
    0.320000000000E+00    0.561507291463E+01    0.512863184473E+01    0.537185237968E+01    0.488334450598E+01    0.100035513181E+00
    0.360000000000E+00    0.605501166556E+01    0.561507291463E+01    0.583504229010E+01    0.539699785870E+01    0.811644627004E-01
    0.400000000000E+00    0.644844809753E+01    0.605501166556E+01    0.625172988155E+01    0.587793242120E+01    0.635933579304E-01
    0.440000000000E+00    0.679538221053E+01    0.644844809753E+01    0.662191515403E+01    0.632329030318E+01    0.472261807597E-01
    0.480000000000E+00    0.709581400456E+01    0.679538221053E+01    0.694559810755E+01    0.673044550559E+01    0.319670669322E-01
    0.520000000000E+00    0.734974347963E+01    0.709581400456E+01    0.722277874209E+01    0.709702049545E+01    0.177198652205E-01
    0.560000000000E+00    0.755717063572E+01    0.734974347963E+01    0.745345705767E+01    0.742090102672E+01    0.438707251751E-02
    0.600000000000E+00    0.771809547285E+01    0.755717063572E+01    0.763763305429E+01    0.770024910707E+01    0.813169183441E-02
    0.640000000000E+00    0.783251799101E+01    0.771809547285E+01    0.777530673193E+01    0.793351402447E+01    0.199416415032E-01
    0.680000000000E+00    0.790043819020E+01    0.783251799101E+01    0.786647809061E+01    0.811944136234E+01    0.311552556939E-01
    0.720000000000E+00    0.792185607043E+01    0.790043819020E+01    0.791114713032E+01    0.825707994710E+01    0.418952970057E-01
    0.760000000000E+00    0.789677163169E+01    0.792185607043E+01    0.790931385106E+01    0.834578668735E+01    0.522985852187E-01
    0.800000000000E+00    0.782518487398E+01    0.789677163169E+01    0.786097825283E+01    0.838522928005E+01    0.625207742929E-01
    0.840000000000E+00    0.770709579730E+01    0.782518487398E+01    0.776614033564E+01    0.837538677474E+01    0.727424840769E-01
    0.880000000000E+00    0.754250440166E+01    0.770709579730E+01    0.762480009948E+01    0.831654800276E+01    0.831772873856E-01
    0.920000000000E+00    0.733141068705E+01    0.754250440166E+01    0.743695754435E+01    0.820930789432E+01    0.940822734278E-01
    0.960000000000E+00    0.707381465347E+01    0.733141068705E+01    0.720261267026E+01    0.805456172170E+01    0.105772241977E+00
    0.100000000000E+01    0.677578609872E+01    0.707381465347E+01    0.692480037609E+01    0.785349732210E+01    0.118252659665E+00
    0.104000000000E+01    0.646160421399E+01    0.677578609872E+01    0.661869515636E+01    0.760758536812E+01    0.129987395988E+00
    0.108000000000E+01    0.613733879709E+01    0.646160421399E+01    0.629947150554E+01    0.731856776802E+01    0.139248046173E+00
    0.112000000000E+01    0.580298984801E+01    0.613733879709E+01    0.597016432255E+01    0.698844429132E+01    0.145709105821E+00
    0.116000000000E+01    0.545855736675E+01    0.580298984801E+01    0.563077360738E+01    0.661945752735E+01    0.149360263417E+00
    0.120000000000E+01    0.510404135332E+01    0.545855736675E+01    0.528129936003E+01    0.621407629659E+01    0.150107094286E+00
    0.124000000000E+01    0.473944180770E+01    0.510404135332E+01    0.492174158051E+01    0.577497764454E+01    0.147747076534E+00
    0.128000000000E+01    0.436475872991E+01    0.473944180770E+01    0.455210026881E+01    0.530502755786E+01    0.141927121178E+00
    0.132000000000E+01    0.397999211994E+01    0.436475872991E+01    0.417237542492E+01    0.480726055059E+01    0.132067966564E+00
    0.136000000000E+01    0.358514197779E+01    0.397999211994E+01    0.378256704887E+01    0.428485827543E+01    0.117224700160E+00
    0.140000000000E+01    0.318020830347E+01    0.358514197779E+01    0.338267514063E+01    0.374112732122E+01    0.958139485285E-01
    0.144000000000E+01    0.276519109696E+01    0.318020830347E+01    0.297269970021E+01    0.317947636188E+01    0.650348164713E-01
    0.148000000000E+01    0.234009035828E+01    0.276519109696E+01    0.255264072762E+01    0.260339282588E+01    0.194945986456E-01
    0.152000000000E+01    0.190490608742E+01    0.234009035828E+01    0.212249822285E+01    0.201641925692E+01    0.526075941617E-01
    0.156000000000E+01    0.145963828438E+01    0.190490608742E+01    0.168227218590E+01    0.142212953741E+01    0.182924720746E+00
    0.160000000000E+01    0.100428694917E+01    0.145963828438E+01    0.123196261678E+01    0.824105145330E+00    0.494909507310E+00
    0.164000000000E+01    0.538852081776E+00    0.100428694917E+01    0.771569515473E+00    0.225911613519E+00    0.241536012006E+01
    0.168000000000E+01    0.633336822058E-01    0.538852081776E+00    0.301092881991E+00   -0.368924643296E+00    0.181613654025E+01
    0.172000000000E+01   -0.422268249543E+00    0.633336822058E-01   -0.179467283669E+00   -0.956938972537E+00    0.812456918551E+00
    0.176000000000E+01   -0.917953713469E+00   -0.422268249543E+00   -0.670110981506E+00   -0.153475044358E+01    0.563374629205E+00
    0.180000000000E+01   -0.142372270957E+01   -0.917953713469E+00   -0.117083821152E+01   -0.209908297476E+01    0.442214421441E+00
    0.184000000000E+01   -0.193957523786E+01   -0.142372270957E+01   -0.168164897371E+01   -0.264678548694E+01    0.364644780617E+00
    0.188000000000E+01   -0.246551129832E+01   -0.193957523786E+01   -0.220254326809E+01   -0.317485095174E+01    0.306253017365E+00
    0.192000000000E+01   -0.300153089095E+01   -0.246551129832E+01   -0.273352109464E+01   -0.368043421253E+01    0.257282989782E+00
    0.196000000000E+01   -0.354763401577E+01   -0.300153089095E+01   -0.327458245336E+01   -0.416086846665E+01    0.213005054207E+00
    0.200000000000E+01   -0.409505791084E+01   -0.354763401577E+01   -0.382134596331E+01   -0.461368030873E+01    0.171735857798E+00
    0.204000000000E+01   -0.460875152848E+01   -0.409505791084E+01   -0.435190471966E+01   -0.503660324701E+01    0.135944503422E+00
    0.208000000000E+01   -0.507995210676E+01   -0.460875152848E+01   -0.484435181762E+01   -0.542758961682E+01    0.107457976814E+00
    0.212000000000E+01   -0.550865964568E+01   -0.507995210676E+01   -0.529430587622E+01   -0.578482082850E+01    0.847934563275E-01
    0.216000000000E+01   -0.589487414525E+01   -0.550865964568E+01   -0.570176689546E+01   -0.610671590011E+01    0.663120753068E-01
    0.220000000000E+01   -0.623859560545E+01   -0.589487414525E+01   -0.606673487535E+01   -0.639193823853E+01    0.508771128635E-01
    0.224000000000E+01   -0.653982402630E+01   -0.623859560545E+01   -0.638920981588E+01   -0.663940064644E+01    0.376827433511E-01
    0.228000000000E+01   -0.679855940780E+01   -0.653982402630E+01   -0.666919171705E+01   -0.684826854571E+01    0.261492123836E-01
    0.232000000000E+01   -0.701480174994E+01   -0.679855940780E+01   -0.690668057887E+01   -0.701796142126E+01    0.158565765343E-01
    0.236000000000E+01   -0.718855105272E+01   -0.701480174994E+01   -0.710167640133E+01   -0.714815250265E+01    0.650183404892E-02
    0.240000000000E+01   -0.731980731614E+01   -0.718855105272E+01   -0.725417918443E+01   -0.723876671335E+01    0.212915703569E-02
    0.244000000000E+01   -0.740857054020E+01   -0.731980731614E+01   -0.736418892817E+01   -0.728997692985E+01    0.101800045501E-01
    0.248000000000E+01   -0.745484072491E+01   -0.740857054020E+01   -0.743170563256E+01   -0.730219860506E+01    0.177353471876E-01
    0.252000000000E+01   -0.745861787026E+01   -0.745484072491E+01   -0.745672929759E+01   -0.727608282112E+01    0.248274354365E-01
    0.256000000000E+01   -0.741990197626E+01   -0.745861787026E+01   -0.743925992326E+01   -0.721250784776E+01    0.314387284258E-01
    0.260000000000E+01   -0.733869304289E+01   -0.741990197626E+01   -0.737929750958E+01   -0.711256929204E+01    0.375009657667E-01
    0.264000000000E+01   -0.721499107017E+01   -0.733869304289E+01   -0.727684205653E+01   -0.697756893393E+01    0.428907439586E-01
    0.268000000000E+01   -0.704879605810E+01   -0.721499107017E+01   -0.713189356414E+01   -0.680900235098E+01    0.474212221580E-01
    0.272000000000E+01   -0.684010800666E+01   -0.704879605810E+01   -0.694445203238E+01   -0.660854544172E+01    0.508291262606E-01
    0.276000000000E+01   -0.658892691587E+01   -0.684010800666E+01   -0.671451746127E+01   -0.637803996440E+01    0.527556269235E-01
    0.280000000000E+01   -0.629525278572E+01   -0.658892691587E+01   -0.644208985080E+01   -0.611947821210E+01    0.527188148262E-01
    0.284000000000E+01   -0.595908561622E+01   -0.629525278572E+01   -0.612716920097E+01   -0.583498695014E+01    0.500741909669E-01
    0.288000000000E+01   -0.558042540735E+01   -0.595908561622E+01   -0.576975551179E+01   -0.552681074434E+01    0.439574971324E-01
    0.292000000000E+01   -0.515927215913E+01   -0.558042540735E+01   -0.536984878324E+01   -0.519729481100E+01    0.332007281707E-01
    0.296000000000E+01   -0.469562587156E+01   -0.515927215913E+01   -0.492744901535E+01   -0.484886752044E+01    0.162061542350E-01
    0.300000000000E+01   -0.419946769104E+01   -0.469562587156E+01   -0.444754678130E+01   -0.448402268598E+01    0.813463874707E-02
    0.304000000000E+01   -0.371072220327E+01   -0.419946769104E+01   -0.395509494716E+01   -0.410530176918E+01    0.365884971352E-01
    0.308000000000E+01   -0.323937055466E+01   -0.371072220327E+01   -0.347504637897E+01   -0.371527613021E+01    0.646599991022E-01
    0.312000000000E+01   -0.278541274522E+01   -0.323937055466E+01   -0.301239164994E+01   -0.331652944933E+01    0.917036329805E-01
    0.316000000000E+01   -0.234884877493E+01   -0.278541274522E+01   -0.256713076007E+01   -0.291164044139E+01    0.118321505779E+00
    0.320000000000E+01   -0.192967864381E+01   -0.234884877493E+01   -0.213926370937E+01   -0.250316598083E+01    0.145376804515E+00
    0.324000000000E+01   -0.152790235185E+01   -0.192967864381E+01   -0.172879049783E+01   -0.209362474900E+01    0.174259619038E+00
    0.328000000000E+01   -0.114351989906E+01   -0.152790235185E+01   -0.133571112545E+01   -0.168548150918E+01    0.207519561517E+00
    0.332000000000E+01   -0.776531285422E+00   -0.114351989906E+01   -0.960025592239E+00   -0.128113210824E+01    0.250642782220E+00
    0.336000000000E+01   -0.426936510951E+00   -0.776531285422E+00   -0.601733898186E+00   -0.882889295632E+00    0.318449208567E+00
    0.340000000000E+01   -0.947355756421E-01   -0.426936510951E+00   -0.260836043296E+00   -0.492969443025E+00    0.470888009415E+00
    0.344000000000E+01    0.220071520504E+00   -0.947355756421E-01    0.626679724309E-01   -0.113480238744E+00    0.155223687511E+01
    0.348000000000E+01    0.517484777487E+00    0.220071520504E+00    0.368778148996E+00    0.253590577342E+00    0.454226544461E+00
    0.352000000000E+01    0.797504195308E+00    0.517484777487E+00    0.657494486398E+00    0.606385382290E+00    0.842848551435E-01
    0.356000000000E+01    0.106012977397E+01    0.797504195308E+00    0.928816984637E+00    0.943185695120E+00    0.152342328312E-01
    0.360000000000E+01    0.130536151346E+01    0.106012977397E+01    0.118274564371E+01    0.126242002120E+01    0.631124159550E-01
    0.364000000000E+01    0.153319941380E+01    0.130536151346E+01    0.141928046363E+01    0.156267048849E+01    0.917596037814E-01
    0.368000000000E+01    0.174364347497E+01    0.153319941380E+01    0.163842144438E+01    0.184267825772E+01    0.110847790430E+00
    0.372000000000E+01    0.193669369697E+01    0.174364347497E+01    0.184016858597E+01    0.210134769820E+01    0.124291240547E+00
    0.376000000000E+01    0.211235007982E+01    0.193669369697E+01    0.202452188840E+01    0.233774933034E+01    0.133986752931E+00
    0.380000000000E+01    0.227061262350E+01    0.211235007982E+01    0.219148135166E+01    0.255112154505E+01    0.140973366825E+00
    0.384000000000E+01    0.241148132802E+01    0.227061262350E+01    0.234104697576E+01    0.274087111913E+01    0.145874842702E+00
    0.388000000000E+01    0.253495619338E+01    0.241148132802E+01    0.247321876070E+01    0.290657255416E+01    0.149094435245E+00
    0.392000000000E+01    0.264103721958E+01    0.253495619338E+01    0.258799670648E+01    0.304796627446E+01    0.150910320706E+00
    0.396000000000E+01    0.272972440661E+01    0.264103721958E+01    0.268538081309E+01    0.316495572732E+01    0.151526579058E+00
    0.400000000000E+01    0.280175417974E+01    0.272972440661E+01    0.276573929318E+01    0.325760343577E+01    0.150989570183E+00
    0.404000000000E+01    0.286007224004E+01    0.280175417974E+01    0.283091320989E+01    0.332612606037E+01    0.148885773265E+00
    0.408000000000E+01    0.290541501276E+01    0.286007224004E+01    0.288274362640E+01    0.337088853283E+01    0.144811939545E+00
    0.412000000000E+01    0.293778249791E+01    0.290541501276E+01    0.292159875534E+01    0.339239732909E+01    0.138780492989E+00
    0.416000000000E+01    0.295717469549E+01    0.293778249791E+01    0.294747859670E+01    0.339129295414E+01    0.130868775845E+00
    0.420000000000E+01    0.296359160550E+01    0.295717469549E+01    0.296038315049E+01    0.336834171507E+01    0.121115551535E+00
    0.424000000000E+01    0.295703322793E+01    0.296359160550E+01    0.296031241671E+01    0.332442686142E+01    0.109526983111E+00
    0.428000000000E+01    0.293749956279E+01    0.295703322793E+01    0.294726639536E+01    0.326053917499E+01    0.960800538871E-01
    0.432000000000E+01    0.290499061007E+01    0.293749956279E+01    0.292124508643E+01    0.317776709274E+01    0.807239797094E-01
    0.436000000000E+01    0.285950636978E+01    0.290499061007E+01    0.288224848993E+01    0.307728644745E+01    0.633798513249E-01
    0.440000000000E+01    0.280104684192E+01    0.285950636978E+01    0.283027660585E+01    0.296034991140E+01    0.439384901913E-01
    0.444000000000E+01    0.272961202649E+01    0.280104684192E+01    0.276532943420E+01    0.282827622799E+01    0.222562397400E-01
    0.448000000000E+01    0.264520192348E+01    0.272961202649E+01    0.268740697498E+01    0.268243931522E+01    0.185191878703E-02
    0.452000000000E+01    0.254781653290E+01    0.264520192348E+01    0.259650922819E+01    0.252425732353E+01    0.286230345780E-01
    0.456000000000E+01    0.243745585474E+01    0.254781653290E+01    0.249263619382E+01    0.235518172825E+01    0.583625730099E-01
    0.460000000000E+01    0.231411988902E+01    0.243745585474E+01    0.237578787188E+01    0.217668653434E+01    0.914699174162E-01
    0.464000000000E+01    0.217780863572E+01    0.231411988902E+01    0.224596426237E+01    0.199025766780E+01    0.128479140518E+00
    0.468000000000E+01    0.202852209484E+01    0.217780863572E+01    0.210316536528E+01    0.179738262445E+01    0.170126681245E+00
    0.472000000000E+01    0.186626026640E+01    0.202852209484E+01    0.194739118062E+01    0.159954044275E+01    0.217469173380E+00
    0.476000000000E+01    0.169102315038E+01    0.186626026640E+01    0.177864170839E+01    0.139819206257E+01    0.272101134032E+00
    0.480000000000E+01    0.150281074679E+01    0.169102315038E+01    0.159691694858E+01    0.119477112736E+01    0.336588164892E+00
    0.484000000000E+01    0.130162305562E+01    0.150281074679E+01    0.140221690120E+01    0.990675281592E+00    0.415415249838E+00
    0.488000000000E+01    0.108746007688E+01    0.130162305562E+01    0.119454156625E+01    0.787258010295E+00    0.517344441885E+00
    0.492000000000E+01    0.860321810568E+00    0.108746007688E+01    0.973890943724E+00    0.585821061721E+00    0.662437572428E+00
    0.496000000000E+01    0.620208256683E+00    0.860321810568E+00    0.740265033626E+00    0.387607488584E+00    0.909831609110E+00
    0.500000000000E+01    0.371629405114E+00    0.620208256683E+00    0.495918830899E+00    0.193795337432E+00    0.155898226175E+01
    0.504000000000E+01    0.132625215422E+00    0.371629405114E+00    0.252127310268E+00    0.549200990389E-02    0.449080217771E+02
    0.508000000000E+01   -0.922943225048E-01    0.132625215422E+00    0.201654464585E-01   -0.176270686222E+00    0.111440045359E+01
    0.512000000000E+01   -0.303129208666E+00   -0.922943225048E-01   -0.197711765585E+00   -0.350540784071E+00    0.435980705900E+00
    0.516000000000E+01   -0.499879443061E+00   -0.303129208666E+00   -0.401504325863E+00   -0.516449696368E+00    0.222568376578E+00
    0.520000000000E+01   -0.682545025690E+00   -0.499879443061E+00   -0.591212234375E+00   -0.673215044885E+00    0.121807750930E+00
    0.524000000000E+01   -0.851125956553E+00   -0.682545025690E+00   -0.766835491122E+00   -0.820142785114E+00    0.649975772020E-01
    0.528000000000E+01   -0.100562223565E+01   -0.851125956553E+00   -0.928374096102E+00   -0.956628635763E+00    0.295355361572E-01
    0.532000000000E+01   -0.114603386298E+01   -0.100562223565E+01   -0.107582804932E+01   -0.108215882757E+01    0.585013779329E-02
    0.536000000000E+01   -0.127236083855E+01   -0.114603386298E+01   -0.120919735077E+01   -0.119631019056E+01    0.107724236662E-01
    0.540000000000E+01   -0.138460316235E+01   -0.127236083855E+01   -0.132848200045E+01   -0.129874960306E+01    0.228930944913E-01
    0.544000000000E+01   -0.148276083438E+01   -0.138460316235E+01   -0.143368199837E+01   -0.138923283002E+01    0.319954779219E-01
    0.548000000000E+01   -0.156683385465E+01   -0.148276083438E+01   -0.152479734452E+01   -0.146760278133E+01    0.389714191834E-01
    0.552000000000E+01   -0.163682222315E+01   -0.156683385465E+01   -0.160182803890E+01   -0.153378722460E+01    0.443613124502E-01
    0.556000000000E+01   -0.169272593989E+01   -0.163682222315E+01   -0.166477408152E+01   -0.158779598933E+01    0.484810975173E-01
    0.560000000000E+01   -0.173454500486E+01   -0.169272593989E+01   -0.171363547238E+01   -0.162971770198E+01    0.514922126018E-01
    0.564000000000E+01   -0.176227941807E+01   -0.173454500486E+01   -0.174841221146E+01   -0.165971609365E+01    0.534405360972E-01
    0.568000000000E+01   -0.177592917950E+01   -0.176227941807E+01   -0.176910429879E+01   -0.167802592338E+01    0.542770967565E-01
    0.572000000000E+01   -0.177549428918E+01   -0.177592917950E+01   -0.177571173434E+01   -0.168494856189E+01    0.538670286482E-01
    0.576000000000E+01   -0.176097474709E+01   -0.177549428918E+01   -0.176823451813E+01   -0.168084728083E+01    0.519899923651E-01
    0.580000000000E+01   -0.173237055323E+01   -0.176097474709E+01   -0.174667265016E+01   -0.166614229368E+01    0.483334207305E-01
    0.584000000000E+01   -0.168968170760E+01   -0.173237055323E+01   -0.171102613041E+01   -0.164130559397E+01    0.424787051832E-01
    0.588000000000E+01   -0.163290821021E+01   -0.168968170760E+01   -0.166129495891E+01   -0.160685563685E+01    0.338794107014E-01
    0.592000000000E+01   -0.156205006106E+01   -0.163290821021E+01   -0.159747913563E+01   -0.156335190879E+01    0.218295232491E-01
    0.596000000000E+01   -0.147710726013E+01   -0.156205006106E+01   -0.151957866060E+01   -0.151138942988E+01    0.541834589876E-02
    0.600000000000E+01   -0.138065887381E+01   -0.147710726013E+01   -0.142888306697E+01   -0.145159323134E+01    0.156449919117E-01
    0.604000000000E+01   -0.128302116756E+01   -0.138065887381E+01   -0.133184002068E+01   -0.138461284996E+01    0.381137798045E-01
    0.608000000000E+01   -0.118677320773E+01   -0.128302116756E+01   -0.123489718764E+01   -0.131111687882E+01    0.581334070252E-01
    0.612000000000E+01   -0.109191499433E+01   -0.118677320773E+01   -0.113934410103E+01   -0.123178761191E+01    0.750482550630E-01
    0.616000000000E+01   -0.998446527365E+00   -0.109191499433E+01   -0.104518076085E+01   -0.114731581815E+01    0.890208743604E-01
    0.620000000000E+01   -0.906367806828E+00   -0.998446527365E+00   -0.952407167097E+00   -0.105839567738E+01    0.100140724827E+00
    0.624000000000E+01   -0.815678832722E+00   -0.906367806828E+00   -0.861023319775E+00   -0.965719908997E+00    0.108412996611E+00
    0.628000000000E+01   -0.726379605047E+00   -0.815678832722E+00   -0.771029218885E+00   -0.869975120454E+00    0.113734173820E+00
    0.632000000000E+01   -0.638470123801E+00   -0.726379605047E+00   -0.682424864424E+00   -0.771837400695E+00    0.115843746611E+00
    0.636000000000E+01   -0.551950388986E+00   -0.638470123801E+00   -0.595210256394E+00   -0.671968180168E+00    0.114228509682E+00
    0.640000000000E+01   -0.466820400601E+00   -0.551950388986E+00   -0.509385394794E+00   -0.571010376416E+00    0.107922700125E+00
    0.644000000000E+01   -0.383080158646E+00   -0.466820400601E+00   -0.424950279624E+00   -0.469584841141E+00    0.950511124004E-01
    0.648000000000E+01   -0.300729663122E+00   -0.383080158646E+00   -0.341904910884E+00   -0.368287121700E+00    0.716348991341E-01
    0.652000000000E+01   -0.219768914028E+00   -0.300729663122E+00   -0.260249288575E+00   -0.267684547027E+00    0.277761960265E-01
    0.656000000000E+01   -0.140197911364E+00   -0.219768914028E+00   -0.179983412696E+00   -0.168313645068E+00    0.693334614890E-01
    0.660000000000E+01   -0.620166551308E-01   -0.140197911364E+00   -0.101107283248E+00   -0.706778959970E-01    0.430536121956E+00
    0.664000000000E+01    0.147748546725E-01   -0.620166551308E-01   -0.236209002292E-01    0.247541772814E-01    0.195421875511E+01
    0.668000000000E+01    0.901766180454E-01    0.147748546725E-01    0.524757363589E-01    0.117550582464E+00    0.553590162982E+00
    0.672000000000E+01    0.164188634988E+00    0.901766180454E-01    0.127182626517E+00    0.207317098652E+00    0.386530935731E+00
    0.676000000000E+01    0.236810905500E+00    0.164188634988E+00    0.200499770244E+00    0.293698190640E+00    0.317327186091E+00
    0.680000000000E+01    0.308043429583E+00    0.236810905500E+00    0.272427167542E+00    0.376377604921E+00    0.276186563759E+00
    0.684000000000E+01    0.377886207234E+00    0.308043429583E+00    0.342964818408E+00    0.455078657689E+00    0.246361452875E+00
    0.688000000000E+01    0.446339238456E+00    0.377886207234E+00    0.412112722845E+00    0.529564227029E+00    0.221788969475E+00
    0.692000000000E+01    0.513402523247E+00    0.446339238456E+00    0.479870880852E+00    0.599636463140E+00    0.199730319370E+00
    0.696000000000E+01    0.579076061608E+00    0.513402523247E+00    0.546239292428E+00    0.665136232014E+00    0.178755770417E+00
    0.700000000000E+01    0.642937915897E+00    0.579076061608E+00    0.611006988753E+00    0.725942309246E+00    0.158325694796E+00
    0.704000000000E+01    0.703300335549E+00    0.642937915897E+00    0.673119125723E+00    0.781970341858E+00    0.139201207908E+00
    0.708000000000E+01    0.759741382921E+00    0.703300335549E+00    0.731520859235E+00    0.833171596882E+00    0.122004564279E+00
    0.712000000000E+01    0.812261058014E+00    0.759741382921E+00    0.786001220468E+00    0.879531516265E+00    0.106341039596E+00
    0.716000000000E+01    0.860859360828E+00    0.812261058014E+00    0.836560209421E+00    0.921068098148E+00    0.917498813577E-01
